75.000000 87.000000 
75.000000 87.000000 
75.000000 87.000000 
75.000000 87.000000 
75.000000 87.000000 
75.000000 87.000000 
75.000000 87.000000 
75.000000 87.000000 
75.000000 87.000000 
75.000000 87.000000 
75.000000 87.000000 
75.000000 87.000000 
75.000000 87.000000 
75.000000 87.000000 
75.000000 87.000000 
75.000000 87.000000 
75.000000 87.000000 
75.000000 87.000000 
75.000000 87.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 86.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
75.000000 88.000000 
